"instance","ea-restart","ea-violation","ea-sparingly","vns-restart","vns-violation","vns-sparingly","gsr-restart","gsr-violation","gsr-sparingly","opt","initialSolution","timeMeasure","dynamicFrequency","dynamicChangeType","dynamicIntensity","instanceSet"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C25-budget",0.396576428571429,0.41762,0.413168571428571,0.505906428571429,0.510132142857143,0.509768571428571,0.266562857142857,0.372855714285714,0.349945,250,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C5-budget",0.258086428571429,0.259505714285714,0.259051428571429,0.302463571428571,0.303248571428571,0.304011428571429,0.213622857142857,0.265995,0.265550714285714,250,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C50-budget",0.100642142857143,0.100787142857143,0.100536428571429,0.108777142857143,0.108850714285714,0.108912142857143,0.0938128571428572,0.0953885714285714,0.0936128571428572,250,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C10-budget",0.186329285714286,0.189483571428571,0.188375,0.216792857142857,0.217018571428571,0.216994285714286,0.182987857142857,0.199241428571429,0.201227142857143,250,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C25-budget",0.277387142857143,0.275284285714286,0.281521428571429,0.334492142857143,0.335077857142857,0.335037142857143,0.267749285714286,0.277216428571429,0.285292857142857,250,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C5-budget",0.192315714285714,0.190722142857143,0.188858571428572,0.216384285714286,0.216507857142857,0.216658571428571,0.191875714285714,0.200967857142857,0.193505,250,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C50-budget",0.160679285714286,0.158520714285714,0.160979285714286,0.181889285714286,0.181776428571428,0.182325,0.155672142857143,0.160540714285714,0.154517857142857,250,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C10-budget",0.243927142857143,0.249675,0.244045,0.282807857142857,0.283187142857143,0.284116428571428,0.236537857142857,0.248850714285714,0.254114285714286,250,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C25-budget",0.202129285714286,0.203,0.202364285714286,0.237657857142857,0.238055,0.237884285714286,0.208850714285714,0.21377,0.210077142857143,250,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C5-budget",0.204319285714286,0.203179285714286,0.204975714285714,0.232132857142857,0.232130714285714,0.232130714285714,0.210334285714286,0.217762857142857,0.215782142857143,250,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C50-budget",0.360782142857143,0.368917857142857,0.36264,0.450456428571429,0.450954285714286,0.451062142857143,0.315391428571429,0.364893571428571,0.361875,250,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C10-budget",0.214028571428571,0.220059285714286,0.216892857142857,0.268653571428571,0.271656428571429,0.272077142857143,0.161737857142857,0.224498571428571,0.220194285714286,250,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C25-budget",0.131324285714286,0.134107142857143,0.132291428571429,0.165542857142857,0.166673571428571,0.166322142857143,0.0977814285714286,0.124693571428571,0.120138571428571,250,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C5-budget",0.260040714285714,0.273206428571429,0.26672,0.319457857142857,0.322229285714286,0.323237857142857,0.192783571428571,0.270152857142857,0.279881428571429,250,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C50-budget",0.196190714285714,0.199581428571429,0.196969285714286,0.256652142857143,0.258895,0.258636428571429,0.127537142857143,0.160119285714286,0.149120714285714,250,"greedy","evaluation","L50","absolute","C50","Berlin"
