"instance","ea-restart","ea-violation","ea-sparingly","vns-restart","vns-violation","vns-sparingly","gsr-restart","gsr-violation","gsr-sparingly","initialSolution","timeMeasure","dynamicFrequency","dynamicChangeType","dynamicIntensity","instanceSet"
"LGF-Leipzig-100-80000-2-greedy-evaluation-none-budget",0.986938254802001,0.980458683084701,0.984712917828599,0.999698463578006,0.999809606971346,0.999972425678587,0.906346013312534,0.897104340548368,0.899584780266901,"greedy","evaluation","none",NA,NA,"Leipzig"
"LGF-Leipzig-100-80000-3-greedy-evaluation-none-budget",0.965418863312818,0.974222934580555,0.961164107767285,0.999226318874883,0.999664141248994,1,0.860601134098463,0.875016195497209,0.869922617842415,"greedy","evaluation","none",NA,NA,"Leipzig"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-absolute-C10-budget",0.896062749686493,0.894227094224323,0.898397041878866,0.947119769597646,0.986289105414391,0.991414207038481,0.919916841734845,0.959501956287552,0.986130334611122,"greedy","bitVector","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-absolute-C25-budget",0.99247609631967,0.999521183458908,0.999750329433912,0.96305654283963,0.99251496068828,0.981644241028287,0.980641844552383,0.818021312837924,0.979825973667749,"greedy","bitVector","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-absolute-C5-budget",0.867827840481718,0.884723876528635,0.882537874553592,0.975088095929533,0.996335000686208,0.996270184856048,0.909446659385344,0.94814266812075,0.958737015967519,"greedy","bitVector","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-absolute-C50-budget",0.939721650651845,0.933516083721461,0.930748506930185,0.94861200918551,0.979206028903847,0.958371028663884,0.903571543585545,0.910714386370898,0.884607774027887,"greedy","bitVector","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-relative-C10-budget",0.86042716507249,0.886632220240656,0.864102193853289,0.946703306530907,0.992511666670891,0.991635997872472,0.81789572877371,0.915114053305495,0.917252558980587,"greedy","bitVector","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-relative-C25-budget",0.927188656384683,0.940256166506292,0.942888917777847,0.911979782980744,0.987032536506582,0.970142405899598,0.913261129269164,0.951115278451331,0.905950308070626,"greedy","bitVector","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-relative-C5-budget",0.859854801668768,0.867615926004753,0.88690874549248,0.967586356369752,0.994609204103583,0.997472134159183,0.836993966872282,0.981314092542894,0.965515360197384,"greedy","bitVector","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L10-relative-C50-budget",0.991279413603673,0.99905045329283,0.99732351840047,0.936718017180679,0.982107672647233,0.973965302964276,0.998234126917695,0.973194501924697,0.996709100359765,"greedy","bitVector","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-absolute-C10-budget",0.846389299099235,0.875720756858731,0.870690050344048,0.908093618668778,0.989944222286843,0.990586230600797,0.830904019777501,0.951394874152223,0.944570581959166,"greedy","bitVector","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-absolute-C25-budget",0.832150518488375,0.8689639150051,0.863172275199985,0.821337282984654,0.986515992371922,0.975501264404621,0.710377087922251,0.925093761772987,0.873833759156946,"greedy","bitVector","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-absolute-C5-budget",0.842257618664764,0.891220817354074,0.879440691738572,0.918673702069454,0.99789418530639,0.99518114941821,0.757937126013082,0.936300547331996,0.967367965955282,"greedy","bitVector","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-absolute-C50-budget",0.947577073538541,0.968463869603669,0.963594448121408,0.861726077955436,0.911491477485716,0.891818112711398,0.901460929702104,0.903881984390024,0.874472308334141,"greedy","bitVector","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-relative-C10-budget",0.86327052548104,0.882855754846876,0.882353633660777,0.886580116615631,0.987233080441969,0.992109056457607,0.819645344427777,0.939261195910845,0.974282069964105,"greedy","bitVector","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-relative-C25-budget",0.848557302878902,0.874867955668692,0.86799670487087,0.865937102546707,0.985057523634706,0.964227622349264,0.768525434004833,0.885236759560505,0.807019944969241,"greedy","bitVector","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-relative-C5-budget",0.887951917378891,0.935984117286155,0.942276708338219,0.836640322739325,0.979279770030875,0.984197546273974,0.828945044125686,0.961159925603362,0.990429965455779,"greedy","bitVector","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L25-relative-C50-budget",0.996,0.999978723404255,0.999914893617021,0.983893393057111,0.998945576707727,0.998924748040314,0.996040313549832,0.946238297872342,0.964040139355483,"greedy","bitVector","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-absolute-C10-budget",0.893365266517998,0.888065686448554,0.878862374669545,0.978329090808908,0.995015784643143,0.999446601523362,0.930431941922006,0.957350220177847,0.961133514883057,"greedy","bitVector","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-absolute-C25-budget",0.873849928492707,0.880374852710149,0.893463044506092,0.945482546072431,0.988884903690842,0.999475384674371,0.827397559536301,0.926281757183611,0.922323655838462,"greedy","bitVector","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-absolute-C5-budget",0.892475562755134,0.884651276871181,0.889215624302188,0.977208119345055,0.997017437654919,0.995895971278726,0.924579199093469,0.951651121257374,0.992688842770222,"greedy","bitVector","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-absolute-C50-budget",0.892239721662877,0.91530047761862,0.901321377641631,0.959263210805604,0.995886126237797,0.985968462706455,0.872650157058775,0.943447268555501,0.887884100788907,"greedy","bitVector","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-relative-C10-budget",0.884291695029271,0.903679335749049,0.928769948704228,0.970602846584606,0.994192776874946,0.998687789742817,0.897427560056401,0.962748103231572,0.972905315364728,"greedy","bitVector","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-relative-C25-budget",0.918329949552574,0.902751541402845,0.908631450409412,0.974640726923217,0.990853705667691,0.996318423944951,0.963110643709171,0.939124853658434,0.90530580585164,"greedy","bitVector","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-relative-C5-budget",0.907827687135182,0.873893707048492,0.877984272919613,0.974222088136887,0.999304257140841,0.996265249441413,0.917032692809171,0.964913704960566,0.978271672602033,"greedy","bitVector","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L5-relative-C50-budget",0.868248275619502,0.867777629478809,0.871263337064903,0.994588367395633,0.992227165249088,0.982268939287576,0.870036278846377,0.867154905927468,0.865825708741637,"greedy","bitVector","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-absolute-C10-budget",0.83570429084446,0.878629682496218,0.866990847341126,0.847309263016202,0.989316495297933,0.980588775725582,0.751033614407801,0.915118396906695,0.894201931779852,"greedy","bitVector","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-absolute-C25-budget",0.802413795289716,0.870210381120564,0.869979254655373,0.735950515616789,0.994979675141927,0.979264206842533,0.591898978629552,0.907022295101099,0.911168484890403,"greedy","bitVector","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-absolute-C5-budget",0.858479755332041,0.882650726456389,0.884283500541479,0.851699981864744,0.987591846385741,0.999178143725512,0.720537748105008,0.952644513859768,0.950358687140116,"greedy","bitVector","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-absolute-C50-budget",0.815750706527253,0.904037993230601,0.892259552131339,0.726940259997329,0.995859318859886,0.954150288083451,0.575011842124228,0.883070999446095,0.781805119326845,"greedy","bitVector","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-relative-C10-budget",0.837595851678834,0.892000043350566,0.897785158519662,0.728680885375964,0.980708668676529,0.983953097223057,0.752016700820589,0.933803474758462,0.953293531868675,"greedy","bitVector","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-relative-C25-budget",1,1,1,1,1,1,1,0.955555555555556,1,"greedy","bitVector","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-relative-C5-budget",0.848143926796846,0.87313707255514,0.865692715328564,0.871542411586912,0.990981330816457,0.990880177651582,0.779904714023471,0.963771239534636,0.974873391687996,"greedy","bitVector","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-bitVector-L50-relative-C50-budget",0.989204137931034,0.996844137931034,0.999073103448276,0.960653333333333,0.986255172413793,0.99008183908046,0.93476827586207,0.93544827586207,0.94004827586207,"greedy","bitVector","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-absolute-C10-budget",0.924323759355956,0.930496611620348,0.937990547431444,0.936598343898405,0.992924010503715,0.986399813007538,0.723915933404235,0.982293065439582,0.942244524688946,"greedy","bitVector","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-absolute-C25-budget",0.881782403819128,0.906727839259677,0.901923583187234,0.939824586843574,0.994355999554188,0.996004352017434,0.792857585634574,0.898054174673461,0.910197342520857,"greedy","bitVector","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-absolute-C5-budget",0.882445422580481,0.919425900102103,0.924002462481547,0.886224510835035,0.992218783399148,0.997963694095243,0.665560246872499,0.990014387370683,0.955282104638253,"greedy","bitVector","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-absolute-C50-budget",0.897191426205042,0.946350181729174,0.912948950317434,0.937393992502596,0.9969615204501,0.978831062979017,0.765167258381931,0.965408443410632,0.946803375261911,"greedy","bitVector","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-relative-C10-budget",0.904312105435944,0.912919034928442,0.914776848197559,0.977032168084378,0.994780827435218,0.993959773019256,0.868012914316141,0.958261718816192,0.950591715025255,"greedy","bitVector","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-relative-C25-budget",0.894539197841378,0.907960269581034,0.908531592520615,0.953691178595393,0.99795899147037,0.990954925099281,0.770687521471033,0.91234253730779,0.872129696478886,"greedy","bitVector","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-relative-C5-budget",0.907959562185023,0.919133602930804,0.913840216111239,0.953947188655783,0.988711443408453,1,0.823546186927684,0.945128561027518,0.961693362688124,"greedy","bitVector","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L10-relative-C50-budget",0.908917725019876,0.912335524858174,0.906842517416559,0.961705988188763,0.987995974648058,0.976371722240602,0.800983857194922,0.901549075855562,0.85799504439075,"greedy","bitVector","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-absolute-C10-budget",0.890040793894599,0.930944668986462,0.91991520989276,0.861748720980001,0.989298864641951,0.988214878591739,0.709002655171817,0.973180066591528,0.93514991757223,"greedy","bitVector","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-absolute-C25-budget",0.888895486571932,0.925173248672928,0.892264707193823,0.77784610352181,0.988026683843796,0.908495104016317,0.681278086788442,0.93265126638547,0.843741002511394,"greedy","bitVector","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-absolute-C5-budget",0.86928207803546,0.905449615451295,0.92436166502475,0.920376622931012,0.989610857713363,0.993847465397089,0.725916807167361,0.973186286217026,0.959949179080959,"greedy","bitVector","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-absolute-C50-budget",0.880217829661459,0.904285711300529,0.90092810924195,0.882756964558773,0.98839218353413,0.990434288026323,0.72983157334727,0.858691284116793,0.827186676719434,"greedy","bitVector","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-relative-C10-budget",0.886484231595007,0.924643488267402,0.923414421383183,0.922755603692537,0.992672841247281,0.996396611689573,0.758851127724038,0.942847832356253,0.930094172657237,"greedy","bitVector","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-relative-C25-budget",0.901122009375477,0.949629570166661,0.923657227282655,0.839485519532924,0.985498801741481,0.942848393579918,0.73974639049013,0.918249011899766,0.860563400522193,"greedy","bitVector","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-relative-C5-budget",0.842319536581306,0.929369365146793,0.916968813171963,0.795707975384681,0.994130279972889,0.994569849236153,0.609415387379818,0.972571357326137,0.972834496995975,"greedy","bitVector","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L25-relative-C50-budget",0.927374894907926,0.935173223621577,0.94143752598364,0.928386831437581,0.974234847538989,0.951891437872516,0.774286636386215,0.856541253083878,0.858994737633115,"greedy","bitVector","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-absolute-C10-budget",0.938826511774472,0.938054150437888,0.922717138868991,0.975092858584957,0.993724059162003,0.990341915560809,0.795096244870362,0.983510447420253,0.945560978158037,"greedy","bitVector","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-absolute-C25-budget",0.904533316244864,0.91211374415004,0.912723789624946,0.980874817232283,0.997142464534811,0.996537851027255,0.830558097532569,0.937166530746579,0.921695250808853,"greedy","bitVector","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-absolute-C5-budget",0.909869548267875,0.927249393833589,0.923932382439802,0.962417856212583,0.995810644509907,0.995581488726317,0.787307013552095,0.952124215202348,0.980305715885142,"greedy","bitVector","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-absolute-C50-budget",0.965680069919512,0.96643366228865,0.96617088648167,0.969234511022936,0.998097453867364,0.979326037983634,0.831746848721311,0.945954186066596,0.940412141976236,"greedy","bitVector","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-relative-C10-budget",0.954820138723324,0.935385671160347,0.929347753400202,0.992442224610424,0.998479980545866,0.994523239873821,0.761857538103562,0.971041996842664,0.965058359986811,"greedy","bitVector","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-relative-C25-budget",0.906015354839554,0.924007624069402,0.911310243697568,0.96857509885649,0.996561933878179,0.987639688225675,0.834599731571699,0.952379534084531,0.939713805696074,"greedy","bitVector","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-relative-C5-budget",0.903009625503051,0.928054893452459,0.902743076866996,0.939054224903928,0.995941901420883,0.997544841323486,0.775544147503749,0.969738137253879,0.954523058568657,"greedy","bitVector","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L5-relative-C50-budget",0.965027012042716,0.968360237459221,0.965409579078579,0.977913980577738,0.993289360000307,0.990191760650471,0.9093512980743,0.937572860781618,0.917477088623974,"greedy","bitVector","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-absolute-C10-budget",0.849206145509473,0.931076886444245,0.923532842529329,0.826305661183124,0.995878516874221,0.988790593045997,0.681406154907003,0.939681533620261,0.932504327069821,"greedy","bitVector","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-absolute-C25-budget",0.908534422078336,0.951342072939991,0.928872743786389,0.774164348671037,0.895699622853529,0.850872865844021,0.823341666309146,0.871927590212248,0.814112050785023,"greedy","bitVector","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-absolute-C5-budget",0.867738388253684,0.906322715698834,0.906143530641686,0.900889578795649,0.990190788363746,0.999518562968009,0.740144492342731,0.945969092132681,0.947555886897035,"greedy","bitVector","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-absolute-C50-budget",0.837393896431237,0.918982810907863,0.904825248724667,0.74557177708965,0.994924382172087,0.980736451468473,0.653129486558935,0.865347238198416,0.827345646848239,"greedy","bitVector","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-relative-C10-budget",0.911712014388305,0.968177684584728,0.956883686190469,0.711767650830444,0.974692481434485,0.979763586771947,0.837221850923722,0.958671520898631,0.938041606744407,"greedy","bitVector","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-relative-C25-budget",0.910986423472996,0.944228209493106,0.919720613821429,0.749765131402758,0.959787747019306,0.912307669309343,0.741290476186219,0.91986205231396,0.818627108190272,"greedy","bitVector","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-relative-C5-budget",0.886742123184692,0.90958380012078,0.916815325566089,0.911491629083108,0.995442758487755,0.994070883242335,0.765860168239937,0.941808628173334,0.918885479058884,"greedy","bitVector","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-bitVector-L50-relative-C50-budget",0.926080897081564,0.952936247688249,0.950433454336251,0.745948027552526,0.931244890738646,0.862944577210484,0.777109889633987,0.851931114223733,0.774584247946537,"greedy","bitVector","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-absolute-C10-budget",0.864362415138561,0.885319462235256,0.883946967329313,0.963083622024891,0.999009140528357,0.997568310211705,0.824033035571661,0.969769066202466,0.971232325464961,"greedy","bitVector","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-absolute-C25-budget",0.879220326255188,0.866271039591232,0.868686618729321,0.975828812303559,0.995999295369239,0.992128637195228,0.8658393514317,0.952123993326108,0.940395827907993,"greedy","bitVector","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-absolute-C5-budget",0.88440380419393,0.899595035027725,0.906407336356152,0.950433024559108,0.997266885256478,0.989898868295027,0.837569722717462,0.997460862864058,0.977760547636245,"greedy","bitVector","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-absolute-C50-budget",0.881898495355349,0.876955556166953,0.872308886614804,0.961110846658357,0.988674123056289,0.977323974681727,0.88620883105914,0.916684749959866,0.87644755647763,"greedy","bitVector","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-relative-C10-budget",0.874001153069747,0.88215431874678,0.885195216022319,0.970798609950912,0.997073779441054,0.993219519837642,0.866020547361041,0.984641463298738,0.969329185459322,"greedy","bitVector","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-relative-C25-budget",0.843184111490926,0.881352164221849,0.855892071633235,0.94027298656123,0.991899905871228,0.974227792717568,0.783772367603164,0.926773961553845,0.88037066245431,"greedy","bitVector","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-relative-C5-budget",0.875784836456071,0.869435337108547,0.868756964950627,0.998885018728257,0.999075822452214,0.999859964347978,0.907086573128478,0.989455708450294,0.972740046226487,"greedy","bitVector","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L10-relative-C50-budget",0.8918088522271,0.887965402925392,0.880835196845695,0.943520013115177,0.987148797839291,0.96255643048568,0.880986643370569,0.893934506821665,0.893142850568513,"greedy","bitVector","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-absolute-C10-budget",0.84667338043781,0.883114187678694,0.867686906165791,0.900955274749682,0.998086978550149,0.984710200034699,0.773862720801795,0.971658123301975,0.933190344327116,"greedy","bitVector","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-absolute-C25-budget",0.980692469374929,0.995031371971389,0.989447067408667,0.901714094911423,0.956264816426439,0.940062719709705,0.970385763018755,0.942198163819817,0.935334127357256,"greedy","bitVector","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-absolute-C5-budget",0.850413973600009,0.896222772506574,0.893832621105379,0.865922060030619,0.994168435002463,0.991323647638157,0.761265324421045,0.990553145004034,0.965842211900109,"greedy","bitVector","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-absolute-C50-budget",0.889520212973148,0.897044483940201,0.877184851432443,0.901315650159069,0.984488027147123,0.9445628849507,0.743550919586718,0.845480724366356,0.792214161791761,"greedy","bitVector","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-relative-C10-budget",0.842456370592205,0.855444718316795,0.85291203439947,0.888297408761673,0.993633829242812,0.979639289275221,0.823734742881111,0.974594745329892,0.961202344172509,"greedy","bitVector","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-relative-C25-budget",0.868442067640972,0.887795371660906,0.879807571267784,0.907946404503474,0.978367163315536,0.980946426892332,0.768600100737522,0.889723439658118,0.883225717269218,"greedy","bitVector","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-relative-C5-budget",0.823972086082492,0.85679499779168,0.863289378940074,0.782386681670713,0.99540870528569,0.986300191152073,0.733084363452766,0.972733813745552,0.934597831650805,"greedy","bitVector","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L25-relative-C50-budget",0.893781169155947,0.901932803854745,0.877716433603427,0.894905049620311,0.970133301164077,0.939984167092888,0.800273578853683,0.901486985487852,0.835131458817993,"greedy","bitVector","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-absolute-C10-budget",0.880998470070457,0.878458651987784,0.884312948361616,0.997807392755688,0.995138064446762,0.99678369160921,0.96034697403781,0.976211357697625,0.981691858607946,"greedy","bitVector","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-absolute-C25-budget",0.872317641344478,0.87617133140028,0.884560428079167,0.968923781817668,0.991189627654371,0.974309529671062,0.894060474384964,0.954351042316279,0.933247573872317,"greedy","bitVector","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-absolute-C5-budget",0.869273974276278,0.851493480729725,0.854418856461563,0.99536358146213,0.997916042618073,0.997001872686308,0.975579775421471,0.996629231623873,0.982801492141711,"greedy","bitVector","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-absolute-C50-budget",0.886571530512595,0.910943896666024,0.879251134791368,0.975716539170846,0.996844098015175,0.995489806357521,0.883194994100356,0.924225452133829,0.920903608558769,"greedy","bitVector","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-relative-C10-budget",0.843846769348951,0.840896861727461,0.860763797155984,0.968176169897755,0.999965701809746,0.993114838331088,0.873703958850917,0.981670382289969,0.989864564263199,"greedy","bitVector","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-relative-C25-budget",0.912151000804168,0.905599657319187,0.910922400207913,0.96926414650161,0.986930779822578,0.974743733229313,0.917057637847783,0.964576935499413,0.942255071388992,"greedy","bitVector","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-relative-C5-budget",0.84342706982786,0.869425797021875,0.853208110500273,0.951376701831551,0.996004011658882,0.996863572942135,0.848817042481183,0.987472375726902,0.981604616074421,"greedy","bitVector","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L5-relative-C50-budget",0.936125766927985,0.939970279430731,0.936363409451219,0.979250456949514,0.985690651992147,0.978961614926994,0.940075907519911,0.983994629835165,0.888615860965916,"greedy","bitVector","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-absolute-C10-budget",0.839865133912633,0.870491137479859,0.861225504909651,0.845954273127659,0.988544310130895,0.994875219982062,0.731103519693135,0.951655232645187,0.907491562978593,"greedy","bitVector","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-absolute-C25-budget",0.947819914439397,0.978226311517875,0.976092588691646,0.814384203383266,0.917234086129932,0.882474038497132,0.945059006067395,0.953856396047402,0.936832568317899,"greedy","bitVector","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-absolute-C5-budget",0.838692998805897,0.866843223129129,0.860802887041708,0.884664932858404,0.995226635862956,0.99459518769035,0.771689791323278,0.969678540755155,0.944115030187832,"greedy","bitVector","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-absolute-C50-budget",0.865298916884456,0.893088827439475,0.879507160383847,0.749582821910803,0.992151136051877,0.975727213061087,0.666115101629334,0.870975818244144,0.838543318346002,"greedy","bitVector","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-relative-C10-budget",0.886523922803589,0.902814589916947,0.906657303125793,0.838523800902023,0.987913956203704,0.975087362227255,0.848874822795251,0.953409878256635,0.944961391126401,"greedy","bitVector","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-relative-C25-budget",0.873093174253557,0.884159126224047,0.858146820131078,0.814844225709349,0.978497093519104,0.946052249653839,0.692152438031121,0.948765455642068,0.827739941265867,"greedy","bitVector","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-relative-C5-budget",0.831581831242557,0.868657510899984,0.872639861238162,0.770984616793603,0.995391825863507,0.977159104293218,0.676617964713721,0.971199042762402,0.8987378809844,"greedy","bitVector","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-bitVector-L50-relative-C50-budget",0.989220343293071,0.99942555626192,0.999326382708201,0.966926382708201,0.988150286077559,0.988064844246662,0.99912,0.995107692307692,0.985323076923077,"greedy","bitVector","L50","relative","C50","Berlin"
"LGF-brazil58-gen4-45.oplib-11428-greedy-bitVector-L10-absolute-C10-budget",0.980891353274142,0.98477516003956,0.984012056383071,0.983318625931478,0.999619386124411,0.991579853939647,0.935922588328267,0.990539946717681,0.98865805461183,"greedy","bitVector","L10","absolute","C10","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-bitVector-L10-absolute-C25-budget",0.984507728115727,0.985510883178207,0.982772048653061,0.9795794630124,0.998205875459846,0.990160919446453,0.941542299219032,0.979044981160088,0.971159217975527,"greedy","bitVector","L10","absolute","C25","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-bitVector-L10-absolute-C5-budget",0.975174534342879,0.97761743766428,0.981881442020233,0.975278197222139,0.990021477664416,0.992224524961683,0.949830065418193,0.984764398085883,0.999951318105709,"greedy","bitVector","L10","absolute","C5","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-bitVector-L10-absolute-C50-budget",0.982230768033408,0.982525566302369,0.979468899975273,0.966720711910633,0.99337794824854,0.971087468574153,0.925278727447934,0.972280870975329,0.891218797238889,"greedy","bitVector","L10","absolute","C50","oplib"
