"instance","ea-restart","ea-violation","ea-sparingly","vns-restart","vns-violation","vns-sparingly","gsr-restart","gsr-violation","gsr-sparingly","initialSolution","timeMeasure","dynamicFrequency","dynamicChangeType","dynamicIntensity","instanceSet"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C10-budget",0.836884828319111,0.842343225779061,0.847135779712409,0.998136726313003,0.99717009764478,0.994614283654186,0.737101693707902,0.917043348940513,0.898083864640378,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C25-budget",0.942098427459575,0.946528995892705,0.940649580524844,0.999103852563444,0.998955184782343,0.998753478257891,0.926292912404719,0.919831738163588,0.893998519901894,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C5-budget",0.863619024541281,0.838731229471729,0.864798887215107,0.999546655421955,0.999739280585161,0.999694265118736,0.812816860205363,0.912638810428632,0.905643113183927,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C50-budget",0.798098023112079,0.794373806309351,0.796573040270172,0.997226395642721,0.998924960143578,0.99922297727569,0.581599757287503,0.766276683094889,0.723668547963689,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C10-budget",0.852925011375989,0.87315365410135,0.86672576191278,0.998477332990849,0.998751260603045,0.999136800884318,0.770887083065117,0.883151677980586,0.883794408062051,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C25-budget",0.873423444881548,0.885739704197563,0.876931205092615,0.999136616586897,0.998716103390952,0.998906848469569,0.856972385898462,0.868995278523162,0.884105896541835,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C5-budget",0.840275318171759,0.88247706388685,0.885183225179374,0.996792042684328,0.998828034957434,0.999950499480997,0.744039703974944,0.887601281116466,0.922960910228225,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C50-budget",0.982543118750702,0.982545529715763,0.982570970677452,0.999813953488372,1,0.999731266149871,0.989930593191776,0.899014181552635,0.932417005954387,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C10-budget",0.801569583399745,0.801235434537653,0.807355104694983,0.997196176618779,0.998236022999143,0.997908897013855,0.734045459920311,0.855282463199796,0.84666530772235,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C25-budget",0.815160765835292,0.798835443505821,0.791928403413959,0.992596636933781,0.996218480170452,0.995924442080029,0.701694297243296,0.803201888704682,0.792383008209473,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C5-budget",0.825057030574169,0.838379673379705,0.833017248924354,0.995460650252165,0.998774447436286,0.999743335473743,0.700424714645041,0.888478116244986,0.889247385615693,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C50-budget",0.853063669702914,0.855987887468228,0.856447482587027,0.995498395677812,0.999521117078488,0.9993960257808,0.706962915750989,0.758604508243449,0.780441538465299,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C10-budget",0.811281262275052,0.836453271510498,0.857255376202868,0.997122859054746,0.999044556000186,0.999319386547824,0.777431821765958,0.900484729163167,0.915064926594919,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C25-budget",0.778274686106887,0.813445294240943,0.805470065382527,0.990791359155021,0.998814081893074,0.997997197492453,0.5264265022925,0.730743348593206,0.682409770573407,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C5-budget",0.847152245507322,0.852370984772881,0.851228834830879,0.993458587217326,0.996057207863672,0.998532490770526,0.70139814624756,0.874046495535755,0.872538566020227,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C50-budget",0.944137785490131,0.949970498725129,0.946874787312018,0.996926309423176,0.998480673468463,0.999025200341292,0.892354303543047,0.899734005651541,0.884568366616925,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C10-budget",0.857260644387299,0.872453972165435,0.867284350062994,0.998324316339967,0.999471332934726,0.999379955916474,0.836920851678895,0.915447868072419,0.924950691758345,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C25-budget",0.83104043330344,0.826275183044883,0.843299543259125,0.997216768721629,0.999189821801767,0.999266791369719,0.80221958090979,0.833009288778895,0.855095025184901,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C5-budget",0.887590417636441,0.880218729068593,0.871695069221713,0.998713728402323,0.999290207811785,0.999993366500829,0.885093835148733,0.927431551719451,0.893070412800462,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C50-budget",0.908841007462092,0.899266240663678,0.909992518686842,0.99725464827983,0.997678479465193,0.999000313162015,0.878882132539925,0.899149197039929,0.866654059776081,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C10-budget",0.857089535010915,0.878161851377148,0.856890789860975,0.994592035473269,0.996183311911681,0.999215892690385,0.827739844264917,0.875597669271382,0.89376270236706,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C25-budget",0.85000700509658,0.854088981699751,0.849712407521789,0.997817273253895,0.999256396701869,0.998169481998,0.869578266763751,0.893928800210601,0.878384691819867,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C5-budget",0.880217208363861,0.875254789086688,0.883034078991681,0.999981424148607,0.999972519083969,0.999972391463616,0.906418523857916,0.938074567139532,0.929452821384681,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C50-budget",0.800192730963217,0.817439567520991,0.804142368805341,0.99819186637749,0.999360607703368,0.999626885240658,0.697270694388387,0.811220764633365,0.802713498619551,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C10-budget",0.781466330451873,0.805009498824648,0.791015178242187,0.984525543352178,0.996045641412457,0.997497836065093,0.591245824258313,0.82384604318899,0.804613311407399,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C25-budget",0.842020816292046,0.859517091961786,0.853854513485619,0.989123443093487,0.995919713486664,0.993455162888396,0.690502080754439,0.794537780269814,0.763514911461579,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C5-budget",0.803286913465752,0.844373856880995,0.824464921040133,0.986984457238342,0.995555058941181,0.998830700287659,0.595637378189092,0.835166720220148,0.864508539378239,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C50-budget",0.782418404687409,0.799354344866786,0.787122318388354,0.986367179430938,0.994487084371788,0.993616408870786,0.559114934117425,0.650686594297312,0.594244149235485,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C10-budget",0.826091914669681,0.852804381665035,0.858448627793213,0.985109023935019,0.99687018519659,0.997596287760699,0.656875533421686,0.867333823671305,0.862686089228041,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C25-budget",0.874877628381137,0.903498891527254,0.897858959104826,0.98220228691744,0.994817676373373,0.993208368572449,0.775194216968692,0.84099046238106,0.839079423710439,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C5-budget",0.799231587487012,0.836631825671824,0.860804185004945,0.991441375363912,0.998349818462666,0.999516325955403,0.646125434985445,0.885094537963191,0.911233695665368,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C50-budget",0.787553873711804,0.794332466121541,0.771631151837901,0.985647653651605,0.992881454184391,0.989798695608405,0.596869242159481,0.658370040157386,0.63023749449605,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C10-budget",0.85541472029507,0.877631822523884,0.844810598056468,0.993360779806621,0.998467187278953,0.996839914917107,0.59133264477308,0.855329386001672,0.813017745692921,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C25-budget",0.857948958113501,0.883734128138461,0.856878236778912,0.994081404122869,0.999381154095821,0.997459868520221,0.560455150377826,0.864084774014357,0.740775664718894,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C5-budget",0.875107818353852,0.891221811375629,0.898478198048048,0.997938895244891,0.997905756689198,0.997933983845884,0.705146393156031,0.836036924253442,0.843310967494368,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C50-budget",0.931676829527508,0.916177380501408,0.924215785443885,0.999218412801373,0.998919806733244,0.999489181468421,0.823444512264183,0.825922322540891,0.821665271434481,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C10-budget",0.844776279817413,0.862404594807242,0.875785787342903,0.99642928512863,0.998913001021249,0.998888881776019,0.677304531655154,0.837896689896947,0.797933002172576,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C25-budget",0.834787064673958,0.866220229767035,0.854860679361225,0.996988074262649,0.998658460407274,0.998549560760934,0.687309645591555,0.828387548968092,0.802826121867107,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C5-budget",0.863638583715841,0.895772448311231,0.878087232020747,0.995249464130902,0.997549167947574,0.999548701906248,0.687639161978895,0.831662886761766,0.857950966216694,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C50-budget",0.97520337615147,0.973215119432253,0.985090761274834,0.999230283911672,0.99992429022082,1,0.943971213477119,0.967631638523852,0.858525964076158,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C10-budget",0.833802106986566,0.8921771860719,0.861058885215433,0.991836501422573,0.998850716668629,0.997239229406706,0.504632791907585,0.831204086001032,0.793921211476286,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C25-budget",0.953766446538034,0.964981563209395,0.962487021058435,0.993142240716315,0.997481031200536,0.994035237649834,0.896334668376333,0.910579348572985,0.842510914232428,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C5-budget",0.859298438131257,0.88306909517358,0.87979121876794,0.994565960740232,0.998087646675955,0.998452357552629,0.651429003333672,0.821822300764284,0.823884246496585,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C50-budget",0.841176564637077,0.857843482277066,0.837777801416764,0.991257022641536,0.997186972723014,0.994670942786462,0.617492775171392,0.758840916929742,0.714054756221341,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C10-budget",0.846813800848581,0.90085728780231,0.881880933616821,0.992050154596719,0.999493979149228,0.998011732686628,0.549642641064175,0.859914407990578,0.78060062885326,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C25-budget",0.958026622263218,0.964600702066916,0.96948418771344,0.993489013194315,0.999576621119115,0.999563144947627,0.939982710570895,0.947947627672609,0.82899045505582,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C5-budget",0.830261986036938,0.907836433462713,0.87676617899393,0.990590282412978,0.997141613232227,0.998117217822085,0.53983042598378,0.837584317210713,0.832133084805969,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C50-budget",0.934449677108878,0.939548778266192,0.93957868016735,0.992476982131738,0.998217384900218,0.997128133526676,0.86350029779575,0.865508361106997,0.852446637657298,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C10-budget",0.867724271123103,0.878745070420079,0.868996282479226,0.994148707727318,0.995814393539804,0.999712035633932,0.636845691446818,0.848480317061615,0.830641439026441,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C25-budget",0.905391617245343,0.902722819693493,0.913616679016409,0.997032223742845,0.998958019563885,0.999317032526714,0.677046803871275,0.887296299370822,0.832567252798879,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C5-budget",0.865052894428505,0.890159220593523,0.878754604521146,0.998415396018802,0.999321900198287,0.999086236676087,0.786641760570255,0.83472916559868,0.844172440615189,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C50-budget",0.867841462071538,0.86630309956607,0.859414909154537,0.998683621321237,0.998727516517534,0.998023579478168,0.815434651747095,0.801932326584584,0.814548188153783,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C10-budget",0.874437337248641,0.874842547227102,0.879399904657743,0.999409150452488,0.995712058188961,0.997789758525368,0.821004127791487,0.812117049315211,0.822736229735946,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C25-budget",0.861804969938222,0.860130089157127,0.866186665649307,0.99749639973542,0.999041636678109,0.997020664843649,0.714252590313134,0.802746993621374,0.776737157824048,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C5-budget",0.901701360562704,0.888387801326167,0.905270554724687,0.999512786855985,0.999495784221792,0.999691565247057,0.806934669805841,0.844652773555519,0.823615389393687,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C50-budget",0.859534959237327,0.875366749984584,0.861818860697038,0.997821239862516,0.998821508383927,0.998722481530767,0.683082352863922,0.787792412752183,0.717577274267697,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C10-budget",0.788424361434193,0.865944320878821,0.840058197873473,0.986270557098567,0.995192537637933,0.997424567895818,0.584744328486067,0.802129124505221,0.84456294181148,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C25-budget",0.813176326951395,0.837268560498275,0.817777958416708,0.994826533982428,0.995482091074658,0.995758508265883,0.559131966077697,0.702081905548408,0.688730556614914,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C5-budget",0.836958042793058,0.863620677002611,0.883850552707393,0.989881066235032,0.993970318315456,0.998634944924064,0.610359673043119,0.817020494410072,0.798869328747611,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C50-budget",0.819468380588158,0.834959971063154,0.821668307010792,0.987784502989544,0.99419763199945,0.993511940825979,0.553995969551845,0.644627902148966,0.633172808427533,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C10-budget",0.818488263846794,0.844922336682721,0.826001268228887,0.981557390674533,0.99801495745996,0.995903121248327,0.45094532671782,0.804024433544857,0.741861335885529,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C25-budget",0.7755631957191,0.842424447145278,0.82468241760761,0.989603072088842,0.998789222892303,0.997157215684855,0.436393684568662,0.56510199072411,0.523997576180936,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C5-budget",0.821232078409493,0.888453692419265,0.866722489813262,0.986456753299627,0.996474081432993,0.996971093443016,0.526890315466446,0.803581034034965,0.821273227744023,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C50-budget",0.974267030551015,0.979773568962725,0.975422353020826,0.987943004632152,0.993553824344347,0.991332932956014,0.954365412783548,0.949938664247229,0.913989387616112,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C10-budget",0.810424386184985,0.830730309050919,0.825087497449842,0.997195070175531,0.99973421660965,0.998812347521394,0.704731769953887,0.928640181368814,0.866337158295285,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C25-budget",0.807814309294837,0.806417317350233,0.809923250575194,0.995135748785146,0.998316802972362,0.99718595945381,0.771619355480855,0.887337633244436,0.877525577364086,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C5-budget",0.840423091258693,0.846259768496074,0.851342654758501,0.995432266181474,0.999592416704325,0.999964762906299,0.834026384413703,0.942321109443831,0.959151344340178,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C50-budget",0.806393215032691,0.821785021249248,0.814016925943193,0.997106961139555,0.999236826002929,0.998704179690868,0.696537082522629,0.807332863479691,0.799442263362935,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C10-budget",0.84721928845367,0.854087341062704,0.868596472201056,0.99705575104438,0.999170258607949,0.999753162969764,0.838628120792999,0.895176028668476,0.896618883460899,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C25-budget",0.838938038481655,0.833493578650262,0.807413571163548,0.998226662364627,0.997834760115937,0.999298826710805,0.70103326029807,0.885303794585516,0.807228433089192,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C5-budget",0.833971587005212,0.83515192823495,0.834533084544475,0.994735139008026,0.99970068309444,0.999156689829395,0.727850672372215,0.94882865513947,0.930288356741434,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C50-budget",0.856496260477855,0.817757866112259,0.809629983874164,0.997264372180609,0.998666681626917,0.998455895618537,0.661333476611261,0.748321248729706,0.763958531389092,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C10-budget",0.805281906252433,0.820025522571803,0.804934326152499,0.994379799551608,0.995663779688676,0.997669322459795,0.676316714077083,0.899285371320887,0.845183380173943,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C25-budget",0.807676716325441,0.824033569459605,0.812753224835046,0.992946006696871,0.99770510638979,0.99634489787212,0.728334521682919,0.843310910450314,0.780809538011551,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C5-budget",0.878223752284876,0.878569807479274,0.885327975579397,0.993381030494795,0.999220888521326,0.998726297208178,0.754324268560952,0.921234802269308,0.898964740671465,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C50-budget",0.796459320214319,0.816237629318561,0.781566375678015,0.99243087203391,0.997237596025473,0.994326066165029,0.551445537937853,0.71013885752266,0.684009945219367,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C10-budget",0.830709041119844,0.852100679322675,0.834593647269329,0.993327419718448,0.998683599394345,0.999405528922102,0.659405235058768,0.862202738346569,0.821100289941408,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C25-budget",0.899850751767968,0.91011656782533,0.910218705288923,0.996513386415737,0.999314922775443,0.999413325644671,0.903947071458756,0.933719923921789,0.928392036662796,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C5-budget",0.822848432221312,0.839792543503908,0.820553225822715,0.995142342908365,0.999546546363301,0.999498882400773,0.671801294509776,0.872499867909881,0.864377633145683,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C50-budget",0.999242105263158,0.999810526315789,0.999621052631579,0.9996,1,0.999810526315789,0.993668421052632,0.978633927125506,0.976546315789474,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C10-budget",0.868496686531253,0.857531566480213,0.858459358783819,0.999521727516902,0.999592426736483,0.999722003128995,0.912054683837036,0.912780969305067,0.914032113242826,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C25-budget",0.866420149053345,0.86165985284507,0.873898835255138,0.999041988207451,0.998498395127327,0.999868910377301,0.825655201766759,0.934076931343334,0.905633578041827,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C5-budget",0.857911423307477,0.857016467710686,0.870309336597956,1,0.999984907271951,0.99997879657983,0.873849942712647,0.967048698997346,0.967184759777146,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C50-budget",0.832787407287428,0.827094316020816,0.831074193458853,0.998725494089325,0.999838158891607,0.999628927492,0.80075007725308,0.920753521420621,0.851736523830054,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C10-budget",0.84725328914389,0.850063271495153,0.841923555424307,0.995544979217972,0.999895557250969,0.998602242556392,0.791475183046847,0.955716679352351,0.970632525554373,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C25-budget",0.837895852318117,0.853855853139155,0.827449145251986,0.997584094885941,0.998270254314756,0.999650112104646,0.772513752514596,0.94835573546682,0.88502242696837,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C5-budget",0.852506600419226,0.879105239148569,0.862794169301466,0.998284358084061,0.999348089905244,0.998026430759535,0.864406508320238,0.939394573116634,0.914823785532302,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C50-budget",0.893817844106337,0.890864571158697,0.888782812179515,0.99980291206544,0.999483540663835,0.999984615384615,0.934986893850957,0.952484183832379,0.827955732146297,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C10-budget",0.793161540785802,0.797912450592374,0.795924758954145,0.995643690858418,0.997827141541111,0.997999074262528,0.58592066376372,0.833009754841283,0.820445062896062,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C25-budget",0.894024797287299,0.90351906340148,0.901246541114688,0.994863377126314,0.995394893316462,0.996508913245795,0.82774908367316,0.849199317602906,0.832193615800023,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C5-budget",0.768479683625832,0.812707549079058,0.795777885467112,0.979423475007715,0.996932890167807,0.99863133154472,0.577907171204212,0.905851642377915,0.859432803521929,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C50-budget",0.794312271695395,0.807820426024095,0.805546477140106,0.977119854551672,0.996997786754673,0.998701648561131,0.480998309701331,0.65111359263189,0.636194185109674,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C10-budget",0.787202085589583,0.81171368737536,0.801169526891681,0.988783697723539,0.998718165136246,0.998041992710505,0.582908750220306,0.836322897861002,0.793552954560653,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C25-budget",0.990232298366061,0.994875730135181,0.994876333660232,0.992501918462277,0.997831350500258,0.997796614868385,0.978896625207566,0.974939765566138,0.950901200693669,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C5-budget",0.78268797929745,0.805166736158095,0.804089257858293,0.989840833738614,0.998981524212175,0.997742711647802,0.614147945502222,0.914891594620678,0.830424546727985,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C50-budget",0.942584446315941,0.954661333623145,0.956187028786268,0.991553392840919,0.994594675516616,0.992529283073228,0.887432562390408,0.897251972578614,0.883711516071119,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C10-budget",0.946241214590585,0.954236383976251,0.945333339537202,0.997719402123975,0.997658357892487,0.997754735620755,0.798759130103377,0.92125688464949,0.909690509681785,"greedy","evaluation","L10","absolute","C10","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C25-budget",0.960534516699212,0.972825270376001,0.967680120260604,0.994748616382761,0.998386342939513,0.996175196008359,0.822902570077087,0.88671034819027,0.829956807549983,"greedy","evaluation","L10","absolute","C25","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C5-budget",0.972547024429314,0.970979247898616,0.9732405346206,0.997669503638603,0.998715572370874,0.999303574037118,0.907128790866379,0.941701068009468,0.952518643973303,"greedy","evaluation","L10","absolute","C5","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C50-budget",0.997300561816839,0.987337036501924,0.986976580668535,0.999996080854343,0.999989109378005,1,0.94338458630787,0.957555365923211,0.946148076312337,"greedy","evaluation","L10","absolute","C50","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-relative-C10-budget",0.948081838353197,0.949710814552322,0.942649383397029,0.998939161130621,0.996528033919725,0.996603498510428,0.800126911452211,0.92568526136903,0.912782978945826,"greedy","evaluation","L10","relative","C10","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-relative-C25-budget",0.951226498540124,0.965628115088013,0.965722448798607,0.997444485115475,0.998197191290608,0.997726249898711,0.856064560654136,0.88558375837561,0.891389367477651,"greedy","evaluation","L10","relative","C25","oplib"
