"instance","ea-restart","ea-violation","ea-sparingly","vns-restart","vns-violation","vns-sparingly","gsr-restart","gsr-violation","gsr-sparingly","initialSolution","timeMeasure","dynamicFrequency","dynamicChangeType","dynamicIntensity","instanceSet"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C10-budget",0.830293278096579,0.836975332221628,0.844505463897135,0.996717499425818,0.997509223191722,0.996892231694054,0.756666836828193,0.87362710434609,0.863136415090447,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C25-budget",0.91999011214338,0.924031356994258,0.918025410603075,0.99940094681153,0.998682754581704,0.998774581451343,0.889411360586208,0.895192358631665,0.869058986324799,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C5-budget",0.854812415359858,0.832443019543739,0.858194991352693,0.999713355923806,0.999773178113842,0.999727627965415,0.774205705903814,0.86235034513301,0.85649626987419,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-absolute-C50-budget",0.788617801302141,0.79066010009141,0.784182001797117,0.996901103252532,0.998534753235255,0.999194915008749,0.617234140724962,0.731708794128625,0.699806588366834,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C10-budget",0.835115359522854,0.852277320692337,0.8434430305076,0.995926777971134,0.996612181795628,0.99895925886451,0.748551732375345,0.847094632220005,0.84699907795374,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C25-budget",0.848229405470044,0.857791561502144,0.858137826678941,0.998975944966148,0.998658675924843,0.999176917645413,0.803697245079786,0.831315785315041,0.831092590819305,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C5-budget",0.82963753749417,0.86161441091773,0.876780238787064,0.997138820498018,0.999263654843787,0.999864147875319,0.749715944066721,0.853418262557024,0.883210890298404,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L10-relative-C50-budget",0.957574238009282,0.96366298631641,0.961163347728924,0.996958599955057,0.998711719660452,0.998181594083995,0.929808651287222,0.890181781412882,0.897023573678105,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C10-budget",0.79695186393506,0.802317967458577,0.806631889261284,0.995678733888343,0.997761976878499,0.997773231422228,0.70315425427428,0.82264431810013,0.816786342305763,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C25-budget",0.815524980609651,0.816258644155207,0.812134441798708,0.994695150008396,0.996705892311992,0.997294330790358,0.684891884985706,0.773952235410136,0.764221246822095,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C5-budget",0.815294404305766,0.826380056538193,0.830028484286528,0.995435819512158,0.998344146900894,0.998844395547252,0.696689901371485,0.85972531991867,0.843165052259295,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-absolute-C50-budget",0.814133891466369,0.828417361161537,0.82738969917813,0.996102863942424,0.998877813233569,0.998959818045067,0.622840008208528,0.709421871539071,0.695783453614762,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C10-budget",0.815152784370358,0.841251208088011,0.852828493467072,0.995394756077549,0.998136985186483,0.998794783320936,0.732620312786013,0.84705535039506,0.851535645336541,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C25-budget",0.776899070244847,0.803400053589007,0.796893681085315,0.993052134414854,0.998231837053317,0.997265766999843,0.597603690348444,0.736733845391634,0.707098233451353,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C5-budget",0.831395262680974,0.83864505712258,0.843930957134601,0.994493193571684,0.99635867933911,0.998883265348499,0.714510675521608,0.844538425655712,0.842388007560844,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L25-relative-C50-budget",0.864985119883171,0.867194220348577,0.855963478765113,0.995616422438112,0.99744802571471,0.997898021578491,0.731815170557318,0.7712685633051,0.753838496167058,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C10-budget",0.854364219545811,0.868141188215306,0.858511607796378,0.998878334634953,0.9995961556771,0.999669993714236,0.840941750506692,0.888744203369916,0.892715871127433,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C25-budget",0.839308053833801,0.827376433200823,0.838307053497676,0.996235455612228,0.998546742164926,0.998479884113184,0.774582727532629,0.81183894976249,0.826961720800693,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C5-budget",0.870759427969579,0.871580860347807,0.856596743020655,0.999204939576784,0.999594265926855,0.999876941997675,0.837902000911887,0.87906647530486,0.85120880194585,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-absolute-C50-budget",0.864149994680876,0.855983871221397,0.874417351040443,0.996964051074521,0.997170889179137,0.998762559890075,0.845639591030197,0.852561766713526,0.833137956070895,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C10-budget",0.841762661304326,0.858457475642115,0.845318310808451,0.996603965055477,0.997505583616017,0.999536505879679,0.818956453381163,0.837668196981649,0.851075894923124,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C25-budget",0.851541296641383,0.857583582489992,0.844118759437134,0.998747308659554,0.999335841634014,0.999025792897136,0.837266783361986,0.858645251765361,0.850822859249583,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C5-budget",0.867413397326067,0.861853208775602,0.874605620653428,0.999943724370685,0.99996740704591,0.999978383231808,0.878112687162175,0.873378441615279,0.87052841655281,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L5-relative-C50-budget",0.808469771442915,0.814880266477116,0.810880164082607,0.998951129556972,0.999279116182656,0.999510381004481,0.705255121607329,0.775643837665008,0.769916339801056,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C10-budget",0.780065684636725,0.795672375453928,0.790974886156857,0.988808962135637,0.996545554644989,0.997900099103891,0.608344818604975,0.794768351536415,0.781634051111875,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C25-budget",0.803970213369285,0.808121077732422,0.801151359727726,0.990288002043063,0.996662130973468,0.994383310342494,0.625265128552002,0.754599748198472,0.722877340729921,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C5-budget",0.797869033465292,0.824124585158845,0.814632310009299,0.990348323765917,0.995589997610552,0.998950838289745,0.642084926299367,0.811244042588489,0.829705938126123,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-absolute-C50-budget",0.782700324343057,0.792522921086646,0.786660162361324,0.987479472856724,0.994878111765803,0.99489157821451,0.56483643092035,0.648668226448796,0.605103889652031,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C10-budget",0.811067846158738,0.838966677725545,0.841225134282009,0.986242844941257,0.99708258964603,0.998253015700585,0.658441186795697,0.83666925215469,0.843586354182254,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C25-budget",0.830640230285583,0.860245637061347,0.858039541707208,0.982643403638001,0.995083874762364,0.994447000478217,0.714156776025341,0.796075086327261,0.787364912514695,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C5-budget",0.799787303152895,0.830390485793242,0.846923306055024,0.993310667735793,0.998262855517048,0.999303753064437,0.670601857468874,0.840852275719889,0.858096144461019,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-1-greedy-evaluation-L50-relative-C50-budget",0.777404648528172,0.787249349421513,0.76824085625718,0.989942625828263,0.994916569298622,0.994077966923315,0.504346504597474,0.613360809574536,0.562032513801825,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C10-budget",0.846719523236193,0.86128208415928,0.848427790574088,0.994766041619861,0.998654726336463,0.997430698607566,0.628004953586203,0.787507500079262,0.768313622900092,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C25-budget",0.842990527544626,0.864065750558378,0.845059491137823,0.995168440724048,0.998640839526907,0.998179418502951,0.622761537500599,0.790639825631821,0.722580154451722,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C5-budget",0.855814782744552,0.874486975694477,0.876205577713085,0.993629795702915,0.99754997466273,0.998575968084488,0.656440177988973,0.783018520524677,0.780051513952888,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-absolute-C50-budget",0.910002358068941,0.90639429224899,0.906959952365148,0.999036867794701,0.999265972647154,0.998999794685195,0.782486576060701,0.807900470274218,0.775407413739184,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C10-budget",0.843324431460171,0.850279837702842,0.868130029684935,0.996871708268641,0.998609680652842,0.998938795334467,0.671582181444122,0.788703773439997,0.76584506578721,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C25-budget",0.832460494838556,0.848114495209968,0.842294976180381,0.996862606776564,0.99851251973641,0.998145969731126,0.671057711659516,0.78162129703478,0.756285748670828,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C5-budget",0.862609243720132,0.874051338714257,0.859999750732317,0.996490074982376,0.997827189330659,0.999567466446006,0.701958270236222,0.777636498962151,0.797767164557752,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L10-relative-C50-budget",0.915584726780401,0.916178420418204,0.920977044307405,0.996438477675444,0.998019060170131,0.99770925198533,0.800855224372084,0.868446529765615,0.779872085005184,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C10-budget",0.822356553783115,0.872791682990011,0.836791913899792,0.989778821112709,0.998257965955437,0.997445296861717,0.504852896221896,0.765787086782511,0.742723385582151,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C25-budget",0.888739239916159,0.906221087271457,0.89464189491589,0.991441762194925,0.997895148259306,0.993322660300507,0.750684845685612,0.816125802218563,0.760093403523628,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C5-budget",0.847546908350076,0.86718756792941,0.863875170027025,0.993579121657631,0.997873625584483,0.997803426511008,0.645917279416603,0.768951599344231,0.783923904169327,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-absolute-C50-budget",0.821762954517256,0.841316775557769,0.824480070265881,0.993178968158114,0.997401068248136,0.995673637307777,0.609841650237147,0.707758537512422,0.673954707881884,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C10-budget",0.826356586971343,0.874195771553388,0.862596770104601,0.990557558143831,0.999119467116166,0.997466549922399,0.545128050661358,0.788151805803166,0.729313856302195,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C25-budget",0.91681881659539,0.930379626053663,0.924572888260228,0.993117314836269,0.99939297950743,0.997450495202494,0.819799846305341,0.873109743388474,0.79981292230324,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C5-budget",0.825243589845464,0.879753103533728,0.870549985267323,0.991641961821344,0.996643450778818,0.998429781303833,0.583040080988573,0.764498941148337,0.789834491984021,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L25-relative-C50-budget",0.910511033681609,0.91710316021121,0.913955321866786,0.992714606237689,0.996917085568826,0.995909134007705,0.804843594823997,0.825109516074866,0.801945912588297,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C10-budget",0.861073622175932,0.864021510510745,0.861082131001835,0.996668770843163,0.997575177628004,0.998926145734328,0.661295619118418,0.791472393435417,0.778859424281093,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C25-budget",0.886311737159759,0.878277522691234,0.891754300656022,0.998069373011828,0.99902917510101,0.999220514167209,0.682960446549749,0.817940595080206,0.771253762984512,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C5-budget",0.861162581526449,0.881952328845342,0.86445366000808,0.998578338019467,0.999414227909772,0.999327130654108,0.764590197990823,0.795585826896838,0.805626741652209,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-absolute-C50-budget",0.860473366316735,0.864621068477393,0.861368922609866,0.998510041356993,0.999139675881031,0.997773701081213,0.739082871356462,0.76134782396248,0.737835803241419,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C10-budget",0.856945770338659,0.86618543564477,0.872454100978843,0.998898975181386,0.997211094741357,0.998358394415627,0.756508943460788,0.77382490462085,0.787050131670737,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C25-budget",0.851255025951655,0.854013215097551,0.860006147736826,0.997779049425923,0.999266761419821,0.997364650768078,0.735014392628054,0.768636017488112,0.752760552106355,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C5-budget",0.88496848886754,0.877209223222899,0.897495398868121,0.999074994334584,0.999024184293812,0.999602301098492,0.746451038791926,0.793321259253098,0.774542804999363,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L5-relative-C50-budget",0.852854305636274,0.863470219173984,0.860783685854935,0.998196563619924,0.999087901290034,0.998607439378336,0.690793750792914,0.739917401424529,0.712162838528194,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C10-budget",0.786971279916893,0.851905435140714,0.823055684947456,0.986478051203262,0.996545098990128,0.996044648136154,0.567241581278647,0.765920093341762,0.773644514209609,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C25-budget",0.811778292019049,0.835147851342957,0.820961529884461,0.988172561918302,0.995283766547491,0.993293498856462,0.571838792613826,0.685384069514386,0.668748971172935,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C5-budget",0.836332099219277,0.853644354366393,0.878710331112183,0.988295544520973,0.995060353705735,0.998397951193317,0.619989412124885,0.773538125716093,0.760093873691243,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-absolute-C50-budget",0.800311580402368,0.825368560067701,0.805200618700467,0.984655012905722,0.994271937287903,0.989930010246333,0.535303550045372,0.631059644698858,0.61539105214086,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C10-budget",0.797415114661741,0.84084093747244,0.817942706807887,0.983248427682526,0.997320788893323,0.996168412447253,0.495660438263474,0.756096412191148,0.709750510815924,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C25-budget",0.78782222633324,0.827138109128453,0.816608759156284,0.992582965926857,0.998200932460242,0.997158164060711,0.481506083306476,0.590496053872846,0.556957059317838,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C5-budget",0.809290132270685,0.875435074235094,0.857556126282531,0.984555560322028,0.996017267330358,0.997405821949433,0.52396116464033,0.748172178084514,0.747134362351742,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-2-greedy-evaluation-L50-relative-C50-budget",0.934933796883805,0.947657765994744,0.941161218529544,0.988200015804472,0.995100774175192,0.993059986777145,0.871198642110795,0.890820620358736,0.836648351352039,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C10-budget",0.814374831387735,0.836704406232135,0.822634876860586,0.995728715394448,0.999734306422696,0.998783358914758,0.697373342730376,0.893986088087502,0.827402673059491,"greedy","evaluation","L10","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C25-budget",0.81255073996275,0.817114219883515,0.817628970854652,0.996665353673309,0.99847111162097,0.997590961174573,0.738374902706406,0.862767725677037,0.848775160946815,"greedy","evaluation","L10","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C5-budget",0.816014440460435,0.830576229242712,0.83869582076198,0.996765386228843,0.999656943684489,0.999715329162964,0.765608076242435,0.879161626666855,0.882789667346393,"greedy","evaluation","L10","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-absolute-C50-budget",0.819071214854429,0.825960426014622,0.819255251336428,0.998357932134109,0.999126430633614,0.999161584026622,0.695962287889791,0.766271950264913,0.762968620638597,"greedy","evaluation","L10","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C10-budget",0.840931154226114,0.841274075674791,0.854332612594975,0.998191052805177,0.999205929035595,0.999413306878974,0.835629421129206,0.862560467568605,0.867652624042189,"greedy","evaluation","L10","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C25-budget",0.826905604111671,0.821874526596549,0.810584261562536,0.996929276983305,0.998300421584396,0.99838711736073,0.6985423982405,0.82826512373671,0.794103593213884,"greedy","evaluation","L10","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C5-budget",0.829919421115234,0.835673627617182,0.835336183764148,0.995352515912588,0.999822289721188,0.999443512801053,0.71347279487326,0.881666111904839,0.862727012678497,"greedy","evaluation","L10","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L10-relative-C50-budget",0.831200564772481,0.812619171586739,0.805712491139851,0.997578554334854,0.998733278278252,0.99858415082372,0.668704399657531,0.733043604253736,0.728633262253805,"greedy","evaluation","L10","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C10-budget",0.808419812633027,0.828934955056333,0.819308931711557,0.991698095521992,0.99710204275322,0.997642962182416,0.669954699855982,0.861802460259905,0.813683306526774,"greedy","evaluation","L25","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C25-budget",0.812724626119916,0.829248999375183,0.830203929432395,0.994846079762245,0.998024617908354,0.997107233859697,0.735781715515464,0.837013580498286,0.783403302158169,"greedy","evaluation","L25","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C5-budget",0.836153905173672,0.855089109595038,0.853612487248819,0.991131140038885,0.999356557302979,0.998448494253068,0.672007257148854,0.867235946307972,0.84640013000547,"greedy","evaluation","L25","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-absolute-C50-budget",0.792895146340632,0.798114940495869,0.771261177039769,0.993920503903841,0.997870272348011,0.995852125761787,0.573435492177714,0.704612863704938,0.672116990404071,"greedy","evaluation","L25","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C10-budget",0.804243022807043,0.828881083568033,0.814487457836522,0.991930744416295,0.999050108425553,0.999073998353945,0.639328058409876,0.823889040176186,0.794584322140747,"greedy","evaluation","L25","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C25-budget",0.880259700751719,0.887175623139804,0.88684713289402,0.995101666140279,0.999314585472253,0.999052772301111,0.855443357429112,0.902749223681558,0.889062246663283,"greedy","evaluation","L25","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C5-budget",0.825438907618067,0.840088084271384,0.823658978596322,0.996720208173386,0.999117520541173,0.998883708329089,0.690557630784679,0.851005296250602,0.836915722478708,"greedy","evaluation","L25","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L25-relative-C50-budget",0.92574266481276,0.929552614087097,0.928939179743334,0.997083250294808,0.998687232668242,0.997929814042685,0.860494502450043,0.871714976959685,0.859713770605284,"greedy","evaluation","L25","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C10-budget",0.846245942741598,0.845731868807781,0.846171747327862,0.999466818515506,0.999456683005892,0.999837628591605,0.842205034067901,0.868875997814697,0.864962300176354,"greedy","evaluation","L5","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C25-budget",0.852318046913562,0.848549617907993,0.860240804280465,0.998842387609317,0.998708681062981,0.999478521294752,0.778035669338925,0.869533520043105,0.853459919864339,"greedy","evaluation","L5","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C5-budget",0.847421818367135,0.8445296316092,0.859561678303898,0.999998507462687,0.999992453635975,0.999989398289915,0.820412481003,0.906930699990286,0.881169705579379,"greedy","evaluation","L5","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-absolute-C50-budget",0.827521272619919,0.824149390071689,0.823436714961184,0.999203313006988,0.999659630998888,0.999758879570982,0.761018464010169,0.860078287402719,0.804005439829587,"greedy","evaluation","L5","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C10-budget",0.84149663726894,0.841747838430136,0.833395226911021,0.997698507774029,0.999530271215302,0.999042869798309,0.784324768223599,0.896324048430292,0.892197533816366,"greedy","evaluation","L5","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C25-budget",0.829338040773721,0.837301170752441,0.821792855502893,0.998787536164775,0.999030033262187,0.999796834726484,0.752628185244743,0.881370857793514,0.836999855801285,"greedy","evaluation","L5","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C5-budget",0.850687355746507,0.868858546658611,0.853768016104439,0.99868941339716,0.999214723781075,0.997932297723707,0.853789297637519,0.889635996402586,0.874063243508692,"greedy","evaluation","L5","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L5-relative-C50-budget",0.863047359014532,0.861364556561585,0.856404408054611,0.99965267383505,0.999580203811133,0.999528946806693,0.852290936743518,0.892721443435869,0.817237094126219,"greedy","evaluation","L5","relative","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C10-budget",0.771291365356893,0.788651300993675,0.782958092072143,0.989043917591351,0.998045735229403,0.996912970040437,0.576397832134969,0.799803415158968,0.764812064525885,"greedy","evaluation","L50","absolute","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C25-budget",0.859035759177582,0.878986373347449,0.874684078391284,0.988993217997093,0.996303520224348,0.996577716207749,0.753724857560437,0.83131678253887,0.788558993309204,"greedy","evaluation","L50","absolute","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C5-budget",0.764000440639157,0.806869759754898,0.795067129276191,0.979366410428939,0.997557526174822,0.998322946210886,0.566349410652893,0.838626423317615,0.811858711318265,"greedy","evaluation","L50","absolute","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-absolute-C50-budget",0.784794010933813,0.807389894099486,0.788936210123232,0.98231070722902,0.997122989058204,0.996002371251869,0.479165190674085,0.630274416966254,0.607446107288727,"greedy","evaluation","L50","absolute","C50","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C10-budget",0.783117718240001,0.803513985483027,0.797536250325004,0.992127581177489,0.998649275750561,0.998226393835748,0.575484682710097,0.815606176751658,0.778999512994115,"greedy","evaluation","L50","relative","C10","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C25-budget",0.921833138903863,0.94035714114569,0.942432368867229,0.98647428634083,0.995927469724388,0.995168048758206,0.881328584019203,0.921856818943672,0.877375173235484,"greedy","evaluation","L50","relative","C25","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C5-budget",0.770672591494469,0.806772513395596,0.803714296467801,0.991175788607584,0.999284800203388,0.99824406766159,0.581183376359606,0.854647905888499,0.792092004502384,"greedy","evaluation","L50","relative","C5","Berlin"
"LGF-Berlin-100-80000-3-greedy-evaluation-L50-relative-C50-budget",0.849921605617816,0.865964746631796,0.854986562635887,0.988803172217962,0.994248728211809,0.992799777784055,0.671722520095759,0.740472137818407,0.712471862992434,"greedy","evaluation","L50","relative","C50","Berlin"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C10-budget",0.94984519882795,0.958830666602743,0.952644502694917,0.99652506062095,0.998327151885478,0.997877200598463,0.798620259609007,0.912756642437918,0.897626325124412,"greedy","evaluation","L10","absolute","C10","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C25-budget",0.95398221037501,0.963109256884437,0.957952458452261,0.99620292344048,0.998329892876868,0.997283043914687,0.798743142899361,0.88959777794708,0.845473883460555,"greedy","evaluation","L10","absolute","C25","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C5-budget",0.969272871469837,0.968806115336041,0.968537574446219,0.9981045670547,0.998806401139985,0.999193422696778,0.906108906038439,0.928234453962741,0.934324541048167,"greedy","evaluation","L10","absolute","C5","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-absolute-C50-budget",0.983236458013867,0.977212510655233,0.977620584010482,0.99908263645458,0.9995382303215,0.999200197864442,0.916613092368073,0.936420476854901,0.928618064812445,"greedy","evaluation","L10","absolute","C50","oplib"
"LGF-brazil58-gen4-45.oplib-11428-greedy-evaluation-L10-relative-C10-budget",0.94368120426888,0.951406471635538,0.94429759663357,0.996424853338105,0.997248726184193,0.996160367617115,0.763211463372685,0.909806633044368,0.898253317941944,"greedy","evaluation","L10","relative","C10","oplib"
