instance,ea,gsr,vns,initialSolution,timeMeasure,instanceSet,dynamicFrequency,dynamicChangeType,dynamicIntensity
LGF-gr120-gen4-85.oplib-5901-greedy-bitVector-L50-absolute-C50,0.99444337237046,0.959963474501309,1,greedy,bitVector,oplib,L50,absolute,C50
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L10-absolute-C10,0.996633380599696,0.988985803826357,1,greedy,bitVector,oplib,L10,absolute,C10
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L10-absolute-C25,0.99634657460582,0.974526967242694,1,greedy,bitVector,oplib,L10,absolute,C25
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L10-absolute-C5,0.997811971300811,0.986902943325749,1,greedy,bitVector,oplib,L10,absolute,C5
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L10-absolute-C50,1,0.960949725640962,0.999723921311779,greedy,bitVector,oplib,L10,absolute,C50
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L25-absolute-C10,0.994987698892305,0.986479303123264,1,greedy,bitVector,oplib,L25,absolute,C10
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L25-absolute-C25,0.998996949260106,0.967110378451502,1,greedy,bitVector,oplib,L25,absolute,C25
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L25-absolute-C5,0.999892832592398,0.987375532579809,1,greedy,bitVector,oplib,L25,absolute,C5
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L25-absolute-C50,0.998716699232581,0.971103865566147,1,greedy,bitVector,oplib,L25,absolute,C50
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L5-absolute-C10,0.996900761241002,0.988749823854762,1,greedy,bitVector,oplib,L5,absolute,C10
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L5-absolute-C25,0.99499059213644,0.977747780549471,1,greedy,bitVector,oplib,L5,absolute,C25
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L5-absolute-C5,0.996527656649284,0.977692691003671,1,greedy,bitVector,oplib,L5,absolute,C5
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L5-absolute-C50,0.996842815712924,0.964334369029243,1,greedy,bitVector,oplib,L5,absolute,C50
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L50-absolute-C10,0.993670930671538,0.977753413095219,1,greedy,bitVector,oplib,L50,absolute,C10
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L50-absolute-C25,0.99651693468691,0.972748540113197,1,greedy,bitVector,oplib,L50,absolute,C25
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L50-absolute-C5,0.998220869079825,0.98376508831808,1,greedy,bitVector,oplib,L50,absolute,C5
LGF-gr48-gen4-80.oplib-4037-greedy-bitVector-L50-absolute-C50,0.997949632477593,0.972579052880658,1,greedy,bitVector,oplib,L50,absolute,C50
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L10-absolute-C10,0.996107800519935,0.976202099676233,1,greedy,bitVector,oplib,L10,absolute,C10
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L10-absolute-C25,0.99609211121113,0.967054471806186,1,greedy,bitVector,oplib,L10,absolute,C25
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L10-absolute-C5,0.990474598484042,0.985946798348406,1,greedy,bitVector,oplib,L10,absolute,C5
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L10-absolute-C50,0.996444628638643,0.97932947134602,1,greedy,bitVector,oplib,L10,absolute,C50
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L25-absolute-C10,0.996980849738864,0.983453606496174,1,greedy,bitVector,oplib,L25,absolute,C10
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L25-absolute-C25,1,0.986888794108684,0.989422604475858,greedy,bitVector,oplib,L25,absolute,C25
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L25-absolute-C5,0.996701690547739,0.984243250084213,1,greedy,bitVector,oplib,L25,absolute,C5
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L25-absolute-C50,0.996535604058663,0.967157326436153,1,greedy,bitVector,oplib,L25,absolute,C50
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L5-absolute-C10,0.994852313816351,0.979985438960397,1,greedy,bitVector,oplib,L5,absolute,C10
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L5-absolute-C25,0.996577668742871,0.971521718105126,1,greedy,bitVector,oplib,L5,absolute,C25
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L5-absolute-C5,0.993442320494532,0.978060485021398,1,greedy,bitVector,oplib,L5,absolute,C5
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L5-absolute-C50,0.99134791091712,0.98129261057261,1,greedy,bitVector,oplib,L5,absolute,C50
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L50-absolute-C10,0.989878046626999,0.98460713911341,1,greedy,bitVector,oplib,L50,absolute,C10
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L50-absolute-C25,1,0.969565728403533,0.99956481093754,greedy,bitVector,oplib,L50,absolute,C25
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L50-absolute-C5,0.997286642397896,0.987220905125776,1,greedy,bitVector,oplib,L50,absolute,C5
LGF-hk48-gen4-80.oplib-9169-greedy-bitVector-L50-absolute-C50,0.995893628773221,0.981083312893169,1,greedy,bitVector,oplib,L50,absolute,C50
LGF-Leipzig-100-80000-1-greedy-bitVector-L10-absolute-C10,0.975149662662355,0.967597534579929,1,greedy,bitVector,Leipzig,L10,absolute,C10
LGF-Leipzig-100-80000-1-greedy-bitVector-L10-absolute-C25,0.988049725566786,0.973811689453535,1,greedy,bitVector,Leipzig,L10,absolute,C25
LGF-Leipzig-100-80000-1-greedy-bitVector-L10-absolute-C5,0.973151358523848,0.966508885209373,1,greedy,bitVector,Leipzig,L10,absolute,C5
LGF-Leipzig-100-80000-1-greedy-bitVector-L10-absolute-C50,0.969170081541678,0.949083175279997,1,greedy,bitVector,Leipzig,L10,absolute,C50
LGF-Leipzig-100-80000-1-greedy-bitVector-L25-absolute-C10,0.972495732646539,0.957424840517081,1,greedy,bitVector,Leipzig,L25,absolute,C10
LGF-Leipzig-100-80000-1-greedy-bitVector-L25-absolute-C25,0.973143986746316,0.943651943715098,1,greedy,bitVector,Leipzig,L25,absolute,C25
LGF-Leipzig-100-80000-1-greedy-bitVector-L25-absolute-C5,0.975639251619205,0.965903896914723,1,greedy,bitVector,Leipzig,L25,absolute,C5
LGF-Leipzig-100-80000-1-greedy-bitVector-L25-absolute-C50,0.978032357332196,0.954666757474142,1,greedy,bitVector,Leipzig,L25,absolute,C50
LGF-Leipzig-100-80000-1-greedy-bitVector-L5-absolute-C10,0.977371375255343,0.973799396488773,1,greedy,bitVector,Leipzig,L5,absolute,C10
LGF-Leipzig-100-80000-1-greedy-bitVector-L5-absolute-C25,0.973674085461044,0.94585869235457,1,greedy,bitVector,Leipzig,L5,absolute,C25
LGF-Leipzig-100-80000-1-greedy-bitVector-L5-absolute-C5,0.969535966255224,0.960674171823698,1,greedy,bitVector,Leipzig,L5,absolute,C5
LGF-Leipzig-100-80000-1-greedy-bitVector-L5-absolute-C50,0.970211926028142,0.957365188474581,1,greedy,bitVector,Leipzig,L5,absolute,C50
LGF-Leipzig-100-80000-1-greedy-bitVector-L50-absolute-C10,0.968764725916132,0.929981943468161,1,greedy,bitVector,Leipzig,L50,absolute,C10
LGF-Leipzig-100-80000-1-greedy-bitVector-L50-absolute-C25,0.981519915870029,0.932869949086306,1,greedy,bitVector,Leipzig,L50,absolute,C25
LGF-Leipzig-100-80000-1-greedy-bitVector-L50-absolute-C5,0.970760797803954,0.962952152611279,1,greedy,bitVector,Leipzig,L50,absolute,C5
LGF-Leipzig-100-80000-1-greedy-bitVector-L50-absolute-C50,0.968272526591089,0.953781041347678,1,greedy,bitVector,Leipzig,L50,absolute,C50
LGF-Leipzig-100-80000-2-greedy-bitVector-L10-absolute-C10,0.982347338984078,0.91586306612064,1,greedy,bitVector,Leipzig,L10,absolute,C10
LGF-Leipzig-100-80000-2-greedy-bitVector-L10-absolute-C25,0.987642270754536,0.947361128056751,1,greedy,bitVector,Leipzig,L10,absolute,C25
LGF-Leipzig-100-80000-2-greedy-bitVector-L10-absolute-C5,0.977077607265043,0.910202791999755,1,greedy,bitVector,Leipzig,L10,absolute,C5
LGF-Leipzig-100-80000-2-greedy-bitVector-L10-absolute-C50,0.991337767415786,0.936703595561995,1,greedy,bitVector,Leipzig,L10,absolute,C50
LGF-Leipzig-100-80000-2-greedy-bitVector-L25-absolute-C10,0.977447067049535,0.92591253759105,1,greedy,bitVector,Leipzig,L25,absolute,C10
LGF-Leipzig-100-80000-2-greedy-bitVector-L25-absolute-C25,0.979532171210863,0.963285443671115,1,greedy,bitVector,Leipzig,L25,absolute,C25
LGF-Leipzig-100-80000-2-greedy-bitVector-L25-absolute-C5,0.988674876023467,0.917715589473001,1,greedy,bitVector,Leipzig,L25,absolute,C5
LGF-Leipzig-100-80000-2-greedy-bitVector-L25-absolute-C50,0.983379851610962,0.924449942705699,1,greedy,bitVector,Leipzig,L25,absolute,C50
LGF-Leipzig-100-80000-2-greedy-bitVector-L5-absolute-C10,0.985181549864974,0.905421828614452,1,greedy,bitVector,Leipzig,L5,absolute,C10
LGF-Leipzig-100-80000-2-greedy-bitVector-L5-absolute-C25,0.982829893661918,0.916920346757622,1,greedy,bitVector,Leipzig,L5,absolute,C25
LGF-Leipzig-100-80000-2-greedy-bitVector-L5-absolute-C5,0.986136134844222,0.916710978033608,1,greedy,bitVector,Leipzig,L5,absolute,C5
LGF-Leipzig-100-80000-2-greedy-bitVector-L5-absolute-C50,0.980301884869231,0.945442421874336,1,greedy,bitVector,Leipzig,L5,absolute,C50
LGF-Leipzig-100-80000-2-greedy-bitVector-L50-absolute-C10,0.983075447179709,0.935579372850375,1,greedy,bitVector,Leipzig,L50,absolute,C10
LGF-Leipzig-100-80000-2-greedy-bitVector-L50-absolute-C25,0.969793205200157,0.952586008162409,1,greedy,bitVector,Leipzig,L50,absolute,C25
LGF-Leipzig-100-80000-2-greedy-bitVector-L50-absolute-C5,0.987477353316461,0.942096748041987,1,greedy,bitVector,Leipzig,L50,absolute,C5
LGF-Leipzig-100-80000-2-greedy-bitVector-L50-absolute-C50,0.974843368350969,0.961219381469243,1,greedy,bitVector,Leipzig,L50,absolute,C50
LGF-Leipzig-100-80000-3-greedy-bitVector-L10-absolute-C10,0.985453197225052,0.921712908833285,1,greedy,bitVector,Leipzig,L10,absolute,C10
LGF-Leipzig-100-80000-3-greedy-bitVector-L10-absolute-C25,0.981793189392941,0.970791386857066,1,greedy,bitVector,Leipzig,L10,absolute,C25
LGF-Leipzig-100-80000-3-greedy-bitVector-L10-absolute-C5,0.979212282315196,0.914936736502178,1,greedy,bitVector,Leipzig,L10,absolute,C5
LGF-Leipzig-100-80000-3-greedy-bitVector-L10-absolute-C50,0.988461665701762,0.962434041849309,1,greedy,bitVector,Leipzig,L10,absolute,C50
LGF-Leipzig-100-80000-3-greedy-bitVector-L25-absolute-C10,0.985713307014464,0.942761597287044,1,greedy,bitVector,Leipzig,L25,absolute,C10
LGF-Leipzig-100-80000-3-greedy-bitVector-L25-absolute-C25,0.983791175743319,0.95960115749868,1,greedy,bitVector,Leipzig,L25,absolute,C25
LGF-Leipzig-100-80000-3-greedy-bitVector-L25-absolute-C5,0.981509941690301,0.929175581271398,1,greedy,bitVector,Leipzig,L25,absolute,C5
LGF-Leipzig-100-80000-3-greedy-bitVector-L25-absolute-C50,0.978855164904458,0.948496888571469,1,greedy,bitVector,Leipzig,L25,absolute,C50
LGF-Leipzig-100-80000-3-greedy-bitVector-L5-absolute-C10,0.983445349079355,0.912908177317399,1,greedy,bitVector,Leipzig,L5,absolute,C10
LGF-Leipzig-100-80000-3-greedy-bitVector-L5-absolute-C25,0.986613156358435,0.929066829758538,1,greedy,bitVector,Leipzig,L5,absolute,C25
LGF-Leipzig-100-80000-3-greedy-bitVector-L5-absolute-C5,0.985114745762854,0.917074603897509,1,greedy,bitVector,Leipzig,L5,absolute,C5
LGF-Leipzig-100-80000-3-greedy-bitVector-L5-absolute-C50,0.984236463671118,0.938386928811919,1,greedy,bitVector,Leipzig,L5,absolute,C50
LGF-Leipzig-100-80000-3-greedy-bitVector-L50-absolute-C10,0.984624944942757,0.929070906899483,1,greedy,bitVector,Leipzig,L50,absolute,C10
LGF-Leipzig-100-80000-3-greedy-bitVector-L50-absolute-C25,0.978168054297562,0.927465368929008,1,greedy,bitVector,Leipzig,L50,absolute,C25
LGF-Leipzig-100-80000-3-greedy-bitVector-L50-absolute-C5,0.987069512537238,0.934769794408004,1,greedy,bitVector,Leipzig,L50,absolute,C5
LGF-Leipzig-100-80000-3-greedy-bitVector-L50-absolute-C50,0.976808649530804,0.934526315789474,1,greedy,bitVector,Leipzig,L50,absolute,C50
